ID,Name,Category
1gYJIXTLVVrvizvNgS070R9yNc7PZe6jz	gianyar_sukawati_01_51B7_PP.pdf	Other
1HJeygkRfri_C2IhrsLmlMBl9MYhN8gdc	gianyar_sukawati_02_51B7_BA_Lampiran.pdf	Other
1LLIxSfEC-CVrg75a_FUwX_J3R82ogVLL	gianyar_tampaksiring_01_51D1_PP.pdf	Other
1Rxb1Y0tasZn37TlOxRzo3Pi8nByPc2Gk	gianyar_tampaksiring_02_51D1_BA_Lampiran.pdf	Other
1TBQQS2wE9WlshdKFlLLsiu5YJ3ltAkXu	gianyar_tegallalang_01_51C2_PP.pdf	Other
1L7PslSV5ttp6AYOx0t1c8QsPv03UOJeQ	gianyar_tegallalang_02_51C2_BA_Lampiran.pdf	Other
10cSYUShJRLwOHWLa28kLYLR6Jrb6Juix	gianyar_ubud_01_51B1_PP.pdf	Other
16WWZBldtDo-7_J2WhIdd55XegHfCol5R	gianyar_ubud_02_51B1_BA_Lampiran.pdf	Other
1LTjNrljYcBdmruqGTWZ65zyha7cG3HEP	Hak Cipta.pdf	Other
1jH7--55sbfqffZPo8ld9_LKzFDf-FchF	Harmonisasi Peraturan Perpajakan.pdf	Other
1iTP3sS28x_VIxDH0otSy4CTkrihLlXWS	Harmonisasi Peraturan Perpajakan.pdf	Other
1j5BKligJnPQJxfb8oLl42ojchQ3VfIRh	Hukum Disiplin Militer.pdf	Other
1F9_i8ngx13R672tP_nVCHCxwA272yzIi	Hukum Disiplin Prajurit Angkatan Bersenjata Republik Indonesia.pdf	Other
1Tz8rR6phy29lAnyodiUKuLRRSFp1rSVU	Ibu Kota Negara.pdf	Other
12IwMXP0Gdq4QdixZsoVDJ1XvNWXl_jTL	imigrasi_file_75.pdf	Other
1MCZ4EbenTsPZ8L4kt6O4JgYchDNSo-GP	imigrasi_file_77.pdf	Other
1inx1q3YbVkCL07RM3tnrI-ME0LcmGphY	imigrasi_file_78.pdf	Other
1U2RFxTgYAokIW2CsSXSeTsUPudKsXuGh	imigrasi_file_79.pdf	Other
1r2_KdUyTw9_GbadKaBlrTrDYn2jRunFm	imigrasi_file_80.pdf	Other
1GHimPAXSz5ehKv5e9bofb_1-xjfzxtj6	Industri Pertahanan.pdf	Other
150AbbLSb82-grF9t5mZdiqNGFfCJ4Sl_	Informasi dan Transaksi Elektronik.pdf	Other
